11,11,Metapod,Cocoon,Bug,None,0.7,9.9,Shed Skin,-,Second,3,Caterpie,Metapod,Butterfree,Fast,1,2,1,3,2,5,1,2,1,2,4,Beginner,Original,1,Metapod,None,None,Harden,Starter,Iron Defense,Amateur,Electroweb,Amateur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,Butterfree,Butterfly,Bug,Flying,1.1,32,Compoundeyes,-,Final,3,Caterpie,Metapod,Butterfree,None,1,3,2,5,2,4,3,7,3,6,5,Amateur,Original,1,Butterfree,None,None,Confusion,Starter,Gust,Starter,Stun Spore,Beginner,Sleep Powder,Beginner,Poison Powder,Beginner,Supersonic,Amateur,Whirlwind,Amateur,Psybeam,Amateur,Silver Wind,Amateur,Tailwind,Amateur,Rage Powder,Amateur,Captivate,Amateur,Safeguard,Ace,Electroweb,Ace,Air Slash,Ace,Quiver Dance,Ace,Nightmare,Pro,Signal Beam,Pro,Bug Buzz,Pro,,,,,,,,,,,,,,,,
13,13,Weedle,Hairy,Bug,Poison,0.3,3.2,Shield Dust,-,First,3,Weedle,Kakuna,Beedrill,Fast,1,3,2,4,1,3,1,2,1,2,3,Starter,Original,1,Weedle,None,None,Poison Sting,Starter,String Shot,Starter,Bug Bite,Beginner,Electroweb,Amateur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Kakuna,Cocoon,Bug,Poison,0.6,10,Shed Skin,-,Second,3,Weedle,Kakuna,Beedrill,Fast,1,2,1,3,2,4,1,2,1,2,4,Beginner,Original,1,Kakuna,None,None,Harden,Starter,Iron Defense,Amateur,Electroweb,Amateur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Beedrill,Poison Bee,Bug,Poison,1,29.5,Swarm,-,Final,3,Weedle,Kakuna,Beedrill,None,3,7,3,6,1,3,1,3,3,6,5,Amateur,Original,2,Beedrill,Mega Beedrill,None,Fury Attack,Starter,Focus Energy,Beginner,Twineedle,Beginner,Rage,Amateur,Pursuit,Amateur,Venoshock,Amateur,Toxic Spikes,Amateur,Pin Missile,Amateur,Agility,Amateur,Assurance,Ace,Poison Jab,Ace,Ominous Wind,Ace,Fell Stinger,Ace,Drill Run,Pro,Tailwind,Pro,Endeavor,Pro,,,,,,,,,,,,,,,,,,,,,,
16,16,Pidgey,Tiny Bird,Normal,Flying,0.3,1.8,Keen Eye,Tangled Feet,First,3,Pidgey,Pidgeotto,Pidgeot,Medium,2,4,2,5,1,3,1,3,1,3,3,Beginner,Original,1,Pidgey,None,None,Tackle,Starter,Sand Attack,Starter,Gust,Beginner,Twister,Beginner,Whirlwind,Amateur,Quick Attack,Amateur,Feather Dance,Amateur,Agility,Amateur,Wing Attack,Amateur,Mirror Move,Amateur,Tailwind,Ace,Roost,Ace,Air Slash,Ace,Hurricane,Ace,Feint Attack,Pro,Uproar,Pro,Steel Wing,Pro,,,,,,,,,,,,,,,,,,,,
17,17,Pidgeotto,Bird,Normal,Flying,1.1,30,Keen Eye,Tangled Feet,Second,3,Pidgey,Pidgeotto,Pidgeot,Medium,2,5,2,5,2,4,2,4,2,4,5,Amateur,Original,1,Pidgeotto,None,None,Tackle,Starter,Sand Attack,Starter,Gust,Beginner,Twister,Beginner,Whirlwind,Amateur,Quick Attack,Amateur,Feather Dance,Amateur,Agility,Amateur,Wing Attack,Amateur,Mirror Move,Amateur,Tailwind,Ace,Roost,Ace,Air Slash,Ace,Hurricane,Pro,Feint Attack,Ace,Uproar,Pro,Steel Wing,Pro,,,,,,,,,,,,,,,,,,,,
18,18,Pidgeot,Bird,Normal,Flying,1.5,39.5,Keen Eye,Tangled Feet,Final,3,Pidgey,Pidgeotto,Pidgeot,None,3,6,3,7,2,5,2,5,2,5,6,Ace,Original,2,Pidgeot,Mega Pidgeot,None,Sand Attack,Starter,Tackle,Starter,Twister,Beginner,Gust,Beginner,Quick Attack,Amateur,Whirlwind,Amateur,Ominous Wind,Amateur,Feather Dance,Amateur,Agility,Amateur,Wing Attack,Amateur,Mirror Move,Amateur,Roost,Ace,Tailwind,Ace,Heat Wave,Pro,Hurricane,Pro,Reflect,Pro,,,,,,,,,,,,,,,,,,,,,,
19,19,Rattata,Mouse,Normal,None,0.3,3,Run Away,Guts,First,2,Rattata,Raticate,None,Medium,2,5,3,6,1,3,1,2,1,3,3,Starter,Original,2,Rattata,Rattata Alola,None,Tackle,Starter,Tail Whip,Starter,Quick Attack,Beginner,Focus Energy,Beginner,Bite,Beginner,Pursuit,Amateur,Hyper Fang,Amateur,Sucker Punch,Amateur,Assurance,Amateur,Crunch,Ace,Super Fang,Ace,Double-Edge,Ace,Endeavor,Ace,Flame Wheel,Pro,Screech,Pro,Iron Tail,Pro,,,,,,,,,,,,,,,,,,,,,,
20,19,Rattata Alola,Mouse,Dark,Normal,0.3,3,Hustle,Thick Fat,First,2,Rattata Alola,Raticate Alola,None,Medium,2,5,3,6,1,3,1,2,1,3,3,Starter,Alolan,2,Rattata,Rattata Alola,None,Tackle,Starter,Tail Whip,Starter,Quick Attack,Beginner,Focus Energy,Beginner,Bite,Beginner,Pursuit,Amateur,Hyper Fang,Amateur,Sucker Punch,Amateur,Assurance,Amateur,Crunch,Ace,Super Fang,Ace,Double-Edge,Ace,Endeavor,Ace,Reversal,Pro,Snatch,Pro,Switcheroo,Pro,,,,,,,,,,,,,,,,,,,,,,
21,20,Raticate,Mouse,Normal,None,0.7,18,Run Away,Guts,Final,2,Rattata,Raticate,None,None,3,6,3,7,2,4,2,4,2,5,4,Amateur,Original,2,Raticate,Raticate Alola,None,Tail Whip,Starter,Tackle,Starter,Focus Energy,Beginner,Quick Attack,Beginner,Pursuit,Amateur,Bite,Beginner,Flame Wheel,Amateur,Hyper Fang,Amateur,Sucker Punch,Amateur,Scary Face,Amateur,Assurance,Amateur,Crunch,Ace,Double-Edge,Ace,Super Fang,Ace,Endeavor,Ace,Swords Dance,Pro,Last Resort,Pro,Final Gambit,Pro,,,,,,,,,,,,,,,,,,
22,20,Raticate Alola,Mouse,Dark,Normal,0.7,25,Hustle,Thick Fat,Final,2,Rattata Alola,Raticate Alola,None,None,3,6,3,7,2,4,2,4,2,5,4,Amateur,Alolan,2,Raticate,Raticate Alola,None,Tail Whip,Starter,Tackle,Starter,Focus Energy,Beginner,Quick Attack,Beginner,Pursuit,Amateur,Bite,Beginner,Scary Face,Amateur,Sucker Punch,Amateur,Hyper Fang,Amateur,Assurance,Amateur,Crunch,Ace,Double-Edge,Ace,Super Fang,Ace,Swords Dance,Ace,Endeavor,Ace,Stockpile,Pro,Swallow,Pro,Me First,Pro,,,,,,,,,,,,,,,,,,
23,21,Spearow,Tiny Bird,Normal,Flying,0.3,2,Keen Eye,-,First,2,Spearow,Fearow,None,Medium,2,5,3,6,1,3,1,3,1,3,3,Beginner,Original,1,Spearow,None,None,Peck,Starter,Growl,Starter,Leer,Beginner,Fury Attack,Beginner,Pursuit,Amateur,Aerial Ace,Amateur,Assurance,Amateur,Focus Energy,Amateur,Mirror Move,Amateur,Agility,Amateur,Roost,Ace,Drill Peck,Ace,Tailwind,Pro,Scary Face,Pro,Feather Dance,Pro,,,,,,,,,,,,,,,,,,,,,,,,
24,22,Fearow,Beak,Normal,Flying,1.2,38,Keen Eye,-,Final,2,Spearow,Fearow,None,None,3,6,3,7,2,5,2,4,2,4,5,Amateur,Original,1,Fearow,None,None,Peck,Starter,Growl,Starter,Leer,Beginner,Fury Attack,Beginner,Pursuit,Amateur,Aerial Ace,Amateur,Assurance,Amateur,Focus Energy,Amateur,Mirror Move,Amateur,Agility,Amateur,Roost,Ace,Drill Peck,Ace,Sky Attack,Pro,Scary Face,Pro,Curse,Pro,Drill Run,Ace,Pluck,Ace,,,,,,,,,,,,,,,,,,,,
25,23,Ekans,Snake,Poison,None,2,6.9,Intimidate,Shed Skin,First,2,Ekans,Arbok,None,Medium,2,5,2,5,2,4,1,3,2,5,3,Beginner,Original,1,Ekans,None,None,Wrap,Starter,Leer,Starter,Poison Sting,Beginner,Bite,Beginner,Glare,Beginner,Screech,Amateur,Acid,Amateur,Stockpile,Amateur,Spit Up,Amateur,Swallow,Amateur,Acid Spray,Amateur,Mud Bomb,Amateur,Gastro Acid,Ace,Belch,Ace,Haze,Ace,Coil,Ace,Gunk Shot,Ace,Aqua Tail,Pro,Scary Face,Pro,Disable,Pro,,,,,,,,,,,,,,
26,24,Arbok,Cobra,Poison,None,3.5,65,Intimidate,Shed Skin,Final,2,Ekans,Arbok,None,None,3,7,3,6,2,5,2,5,3,6,4,Amateur,Original,1,Arbok,None,None,Leer,Starter,Wrap,Starter,Bite,Beginner,Poison Sting,Beginner,Glare,Beginner,Screech,Amateur,Acid,Amateur,Ice Fang,Amateur,Thunder Fang,Amateur,Fire Fang,Amateur,Crunch,Amateur,Stockpile,Amateur,Spit Up,Amateur,Swallow,Amateur,Acid Spray,Amateur,Mud Bomb,Amateur,Gastro Acid,Ace,Belch,Ace,Haze,Ace,Coil,Ace,Gunk Shot,Ace,Spite,Ace,Aqua Tail,Pro,Iron Tail,Pro,,,,,,
27,25,Pikachu,Mouse,Electric,None,0.4,6,Static,Lightningrod,First,3,Pichu,Pikachu,Split,ThunderStone,2,4,3,7,1,3,2,4,2,4,3,Beginner,Original,1,Pikachu,None,None,Thunder Shock,Starter,Tail Whip,Starter,Growl,Beginner,Play Nice,Beginner,Quick Attack,Beginner,Thunder Wave,Beginner,Electro Ball,Amateur,Double Team,Amateur,Nuzzle,Amateur,Slam,Amateur,Spark,Amateur,Thunderbolt,Amateur,Feint,Amateur,Agility,Amateur,Discharge,Ace,Light Screen,Ace,Thunder,Ace,Wild Charge,Ace,Surf,Pro,Volt Tackle,Pro,Extreme Speed,Pro,,,,,,,,,,,,
28,26,Raichu,Mouse,Electric,None,0.8,30,Static,Lightningrod,Final,3,Pichu,Pikachu,Raichu,None,3,6,4,8,2,4,3,6,3,6,4,Amateur,Original,2,Raichu,Raichu Alola,None,Thunder Shock,Starter,Tail Whip,Starter,Quick Attack,Beginner,Thunderbolt,Amateur,Fake Out,Ace,Wish,Pro,Volt Tackle,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,26,Raichu Alola,Mouse,Electric,Psychic,0.7,21,Surge Surfer,-,Final,3,Pichu,Pikachu,Raichu Alola,None,3,6,4,8,2,4,3,6,3,6,4,Amateur,Alolan,2,Raichu,Raichu Alola,None,Thunder Shock,Starter,Tail Whip,Starter,Quick Attack,Amateur,Thunderbolt,Amateur,Psychic,Amateur,Speed Swap,Ace,Electric Terrain,Ace,Reflect,Pro,Volt Tackle,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,27,Sandshrew,Mouse,Ground,None,0.6,12,Sand Veil,Sand Rush,First,2,Sandshrew,Sandslash,None,Medium,3,6,1,3,3,7,1,2,1,2,4,Beginner,Original,2,Sandshrew,Sandshrew Alola,None,Scratch,Starter,Defense Curl,Starter,Sand Attack,Beginner,Poison Sting,Beginner,Rollout,Beginner,Rapid Spin,Amateur,Swift,Amateur,Fury Cutter,Amateur,Magnitude,Amateur,Fury Swipes,Amateur,Sand Tomb,Amateur,Dig,Amateur,Slash,Ace,Gyro Ball,Ace,Swords Dance,Ace,Sandstorm,Ace,Earthquake,Ace,Stealth Rock,Pro,Bulldoze,Pro,Metal Claw,Pro,,,,,,,,,,,,,,
31,27,Sandshrew Alola,Mouse,Ice,Steel,0.7,40,Snow Cloak,Slush Rish,First,2,Sandshrew Alola,Sandslash Alola,None,Medium,3,6,1,3,3,7,1,2,1,2,4,Beginner,Alolan,2,Sandshrew,Sandshrew Alola,None,Scratch,Starter,Defense Curl,Starter,Bide,Beginner,Powder Snow,Beginner,Ice Ball,Amateur,Rapid Spin,Amateur,Fury Cutter,Amateur,Metal Claw,Amateur,Swift,Amateur,Fury Swipes,Amateur,Iron Defense,Amateur,Slash,Ace,Iron Head,Ace,Gyro Ball,Ace,Swords Dance,Ace,Hail,Ace,Blizzard,Ace,Chip Away,Pro,Counter,Pro,Aerial Ace,Pro,,,,,,,,,,,,,,
32,28,Sandslash,Mouse,Ground,None,1,45,Sand Veil,Sand Rush,Final,2,Sandshrew,Sandslash,None,None,3,7,2,5,4,8,1,3,2,4,5,Amateur,Original,2,Sandslash,Sandslash Alola,None,Scratch,Starter,Defense Curl,Starter,Sand Attack,Beginner,Poison Sting,Beginner,Rollout,Beginner,Rapid Spin,Amateur,Swift,Amateur,Fury Cutter,Amateur,Magnitude,Amateur,Fury Swipes,Amateur,Crush Claw,Amateur,Sand Tomb,Amateur,Dig,Amateur,Slash,Ace,Gyro Ball,Ace,Swords Dance,Ace,Night Slash,Ace,Earthquake,Ace,Sandstorm,Ace,Stealth Rock,Pro,Counter,Pro,,,,,,,,,,,,
33,28,Sandslash Alola,Mouse,Ice,Steel,1.2,55,Snow Cloak,Slush Rish,Final,2,Sandshrew Alola,Sandslash Alola,None,None,3,7,2,5,4,8,1,3,2,4,5,Amateur,Alolan,2,Sandslash,Sandslash Alola,None,Icicle Spear,Starter,Metal Burst,Beginner,Icicle Crash,Amateur,Slash,Amateur,Defense Curl,Amateur,Ice Ball,Amateur,Metal Claw,Ace,Chip Away,Ace,Counter,Pro,Aurora Veil,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,29,NidoranF,Poison Pin,Poison,None,0.4,7,Poison Point,Rivalry,First,3,NidoranF,Nidorina,Nidoqueen,Medium,2,4,1,3,2,4,1,3,1,3,5,Beginner,Original,1,NidoranF,None,None,Scratch,Starter,Growl,Starter,Tail Whip,Beginner,Double Kick,Beginner,Poison Sting,Beginner,Fury Swipes,Amateur,Bite,Amateur,Helping Hand,Amateur,Toxic Spikes,Amateur,Poison Fang,Amateur,Flatter,Ace,Captivate,Ace,Crunch,Ace,Lovely Kiss,Pro,Moonlight,Pro,Charm,Pro,,,,,,,,,,,,,,,,,,,,,,
35,30,Nidorina,Poison Pin,Poison,None,0.8,20,Poison Point,Rivalry,Second,3,NidoranF,Nidorina,Nidoqueen,MoonStone,2,5,2,4,2,5,2,4,2,4,5,Amateur,Original,1,Nidorina,None,None,Scratch,Starter,Growl,Starter,Tail Whip,Beginner,Double Kick,Beginner,Poison Sting,Beginner,Fury Swipes,Amateur,Bite,Amateur,Helping Hand,Amateur,Toxic Spikes,Amateur,Poison Fang,Amateur,Flatter,Ace,Captivate,Ace,Crunch,Ace,Lovely Kiss,Pro,Moonlight,Pro,Charm,Pro,,,,,,,,,,,,,,,,,,,,,,
36,31,Nidoqueen,Drill,Poison,Ground,1.3,60,Poison Point,Rivalry,Final,3,NidoranF,Nidorina,Nidoqueen,None,3,6,2,5,3,6,2,5,3,6,6,Ace,Original,1,Nidoqueen,None,None,Scratch,Starter,Growl,Beginner,Tail Whip,Beginner,Double Kick,Beginner,Poison Sting,Amateur,Chip Away,Amateur,Body Slam,Amateur,Earth Power,Ace,Poison Tail,Ace,Shock Wave,Ace,Superpower,Pro,Icy Wind,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,32,NidoranM,Poison Pin,Poison,None,0.5,9,Poison Point,Rivalry,First,3,NidoranM,Nidorino,Nidoking,Medium,2,5,2,4,1,3,1,3,1,3,4,Beginner,Original,1,NidoranM,None,None,Peck,Starter,Leer,Starter,Focus Energy,Beginner,Double Kick,Beginner,Poison Sting,Beginner,Fury Attack,Amateur,Horn Attack,Amateur,Helping Hand,Amateur,Toxic Spikes,Amateur,Poison Jab,Amateur,Flatter,Ace,Captivate,Ace,Horn Drill,Ace,Lovely Kiss,Pro,Morning Sun,Pro,Confusion,Pro,,,,,,,,,,,,,,,,,,,,,,
38,33,Nidorino,Poison Pin,Poison,None,0.9,19.5,Poison Point,Rivalry,Second,3,NidoranM,Nidorino,Nidoking,MoonStone,3,6,2,5,2,4,2,4,2,4,5,Amateur,Original,1,Nidorino,None,None,Peck,Starter,Leer,Starter,Focus Energy,Beginner,Double Kick,Beginner,Poison Sting,Beginner,Fury Attack,Amateur,Horn Attack,Amateur,Helping Hand,Amateur,Toxic Spikes,Amateur,Poison Jab,Amateur,Flatter,Ace,Captivate,Ace,Horn Drill,Ace,Lovely Kiss,Pro,Morning Sun,Pro,Smart Strike,Pro,,,,,,,,,,,,,,,,,,,,,,
39,34,Nidoking,Drill,Poison,Ground,1.4,62,Poison Point,Rivalry,Final,3,NidoranM,Nidorino,Nidoking,None,3,7,3,6,2,5,3,6,2,5,5,Ace,Original,1,Nidoking,None,None,Peck,Starter,Poison Sting,Beginner,Focus Energy,Beginner,Double Kick,Beginner,Chip Away,Amateur,Earth Power,Amateur,Drill Run,Ace,Megahorn,Ace,Poison Tail,Pro,Thrash,Pro,Head Smash,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,35,Clefairy,Fairy,Fairy,None,0.6,7.5,Cute Charm,Magic Guard,First,3,Cleffa,Clefairy,Clefable,MoonStone,1,3,1,3,2,4,2,5,2,5,5,Beginner,Original,1,Clefairy,None,None,Growl,Starter,Pound,Starter,Sing,Beginner,Disarming Voice,Beginner,Double Slap,Beginner,Encore,Beginner,Defense Curl,Beginner,Metronome,Amateur,Bestow,Amateur,Follow Me,Amateur,Minimize,Amateur,Wake-Up Slap,Amateur,After You,Amateur,Stored Power,Amateur,Spotlight,Amateur,Cosmic Power,Amateur,Lucky Chant,Amateur,Body Slam,Ace,Moonlight,Ace,Moonblast,Ace,Gravity,Ace,Meteor Mash,Ace,Healing Wish,Ace,Swift,Pro,Heal Bell,Pro,Heal Pulse,Pro,,
41,36,Clefable,Fairy,Fairy,None,1.3,40,Cute Charm,Magic Guard,Final,3,Cleffa,Clefairy,Clefable,None,2,5,2,4,2,5,3,7,3,6,7,Amateur,Original,1,Clefable,None,None,Spotlight,Beginner,Sing,Beginner,Moonblast,Amateur,Minimize,Amateur,Double Slap,Amateur,Drain Punch,Ace,Metronome,Ace,Heal Pulse,Pro,Wish,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,37,Vulpix,Fox,Fire,None,0.6,10,Flash Fire,Drought,First,2,Vulpix,Ninetales,None,FireStone,1,3,2,5,1,3,2,4,2,5,3,Beginner,Original,2,Vulpix,Vulpix Alola,None,Ember,Starter,Tail Whip,Starter,Roar,Beginner,Baby-Doll Eyes,Beginner,Quick Attack,Beginner,Fire Spin,Amateur,Confuse Ray,Amateur,Imprison,Amateur,Feint Attack,Amateur,Flame Burst,Amateur,Will-O-Wisp,Amateur,Hex,Amateur,Payback,Amateur,Extrasensory,Amateur,Safeguard,Ace,Flamethrower,Ace,Captivate,Ace,Grudge,Ace,Fire Blast,Ace,Inferno,Ace,Pain Split,Pro,Spite,Pro,Heat Wave,Pro,,,,,,,,
43,37,Vulpix Alola,Fox,Ice,None,0.6,10,Snow Cloak,Snow Warning,First,2,Vulpix Alola,Ninetales Alola,None,IceStone,1,3,2,5,1,3,2,4,2,5,3,Beginner,Alolan,2,Vulpix,Vulpix Alola,None,Powder Snow,Starter,Tail Whip,Starter,Roar,Beginner,Baby-Doll Eyes,Beginner,Ice Shard,Beginner,Confuse Ray,Amateur,Icy Wind,Amateur,Payback,Amateur,Mist,Amateur,Feint Attack,Amateur,Imprison,Amateur,Aurora Beam,Amateur,Extrasensory,Amateur,Ice Beam,Ace,Safeguard,Ace,Captivate,Ace,Grudge,Ace,Blizzard,Ace,Sheer Cold,Ace,Moonblast,Pro,Spite,Pro,Freeze Dry,Pro,Hex,Amateur,,,,,,,,
44,38,Ninetales,Fox,Fire,None,1.1,20,Flash Fire,Drought,Final,2,Vulpix,Ninetales,None,None,2,5,3,7,2,5,2,5,3,7,5,Amateur,Original,2,Ninetales,Ninetales Alola,None,Imprison,Amateur,Nasty Plot,Amateur,Flamethrower,Amateur,Confuse Ray,Amateur,Quick Attack,Amateur,Safeguard,Ace,Hypnosis,Ace,Pain Split,Pro,Heat Wave,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,38,Ninetales Alola,Fox,Ice,None,1.1,20,Snow Cloak,Snow Warning,Final,2,Vulpix Alola,Ninetales Alola,None,None,2,5,3,7,2,5,2,5,3,7,5,Amateur,Alolan,2,Ninetales,Ninetales Alola,None,Dazzling Gleam,Amateur,Imprison,Amateur,Nasty Plot,Amateur,Ice Beam,Amateur,Ice Shard,Amateur,Confuse Ray,Amateur,Safeguard,Ace,Agility,Ace,Moonblast,Pro,Aurora Veil,Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,39,Jigglypuff,Balloon,Normal,Fairy,0.5,5.5,Cute Charm,Competitive,First,3,Igglybuff,Jigglypuff,Wigglytuff,MoonStone,2,4,1,2,1,2,2,4,1,2,10,Beginner,Original,1,Jigglypuff,None,None,Sing,Starter,Pound,Starter,Defense Curl,Beginner,Play Nice,Beginner,Round,Beginner,Disable,Amateur,Rollout,Amateur,Double Slap,Amateur,Stockpile,Amateur,Spit Up,Amateur,Swallow,Amateur,Disarming Voice,Amateur,Body Slam,Amateur,Gyro Ball,Ace,Wake-Up Slap,Ace,Rest,Ace,Hyper Voice,Ace,Mimic,Pro,Double-Edge,Pro,Heal Pulse,Pro,,,,,,,,,,,,,,
